client_id,age,job,marital,education,credit_default,mortgage
127,31,technician,divorced,professional_course,True,True
128,56,retired,married,basic_4y,True,True
129,41,technician,married,professional_course,True,True
130,37,blue-collar,married,basic_6y,True,True
131,41,technician,married,professional_course,True,True
132,35,blue-collar,married,,True,True
133,37,blue-collar,married,basic_6y,True,True
134,52,management,married,university_degree,True,True
135,39,management,divorced,university_degree,True,True
136,39,housemaid,married,basic_4y,True,True
137,56,blue-collar,married,basic_4y,True,True
138,34,services,married,high_school,True,True
139,45,blue-collar,married,basic_9y,True,True
140,43,unemployed,single,university_degree,True,True
141,56,management,married,,True,True
142,39,management,married,university_degree,True,True
143,53,blue-collar,married,basic_4y,True,True
144,38,unknown,divorced,high_school,True,True
145,42,blue-collar,married,basic_4y,True,True
146,42,blue-collar,married,basic_4y,True,True
147,35,admin,single,high_school,True,True
148,40,admin,married,university_degree,True,True
149,51,blue-collar,married,basic_4y,True,True
150,60,blue-collar,married,basic_9y,True,True
151,56,entrepreneur,married,,True,True
152,39,services,divorced,high_school,True,True
153,56,entrepreneur,married,,True,True
154,40,blue-collar,married,,True,True
155,36,blue-collar,married,basic_9y,True,True
156,51,blue-collar,married,,True,True
157,51,blue-collar,married,,True,True
158,43,technician,single,professional_course,True,True
159,59,services,married,high_school,True,True
160,24,management,single,university_degree,True,True
161,37,blue-collar,single,basic_9y,True,True
162,40,blue-collar,married,basic_9y,True,True
163,42,blue-collar,married,basic_9y,True,True
164,39,services,divorced,high_school,True,True
165,37,entrepreneur,married,basic_6y,True,True
166,38,services,married,high_school,True,True
167,56,admin,divorced,,True,True
168,40,blue-collar,married,,True,True
169,54,management,divorced,university_degree,True,True
170,43,blue-collar,married,high_school,True,True
171,36,services,married,high_school,True,True
172,45,technician,married,university_degree,True,True
173,42,admin,single,university_degree,True,True
174,43,services,married,high_school,True,True
175,46,management,married,basic_9y,True,True
176,44,services,married,high_school,True,True
177,51,admin,single,basic_6y,True,True
178,28,services,married,high_school,True,True
179,37,blue-collar,married,basic_9y,True,True
180,34,technician,married,high_school,True,True
181,46,blue-collar,married,basic_6y,True,True
182,42,blue-collar,married,basic_9y,True,True
183,36,admin,married,university_degree,True,True
184,54,blue-collar,married,basic_4y,True,True
185,57,management,married,university_degree,True,True
186,51,technician,married,basic_6y,True,True
187,54,retired,married,high_school,True,True
188,49,blue-collar,married,basic_4y,True,True
189,34,admin,married,university_degree,True,True
190,41,technician,married,professional_course,True,True
191,38,blue-collar,single,basic_9y,True,True
192,45,management,divorced,university_degree,True,True
193,42,technician,married,university_degree,True,True
194,34,blue-collar,single,basic_9y,True,True
195,48,blue-collar,married,basic_4y,True,True
196,37,admin,married,high_school,True,True
197,34,blue-collar,single,basic_9y,True,True
198,40,admin,married,basic_9y,True,True
199,43,blue-collar,married,basic_6y,True,True
200,33,services,married,high_school,True,True
201,32,services,single,basic_6y,True,True
202,39,blue-collar,married,high_school,True,True
203,43,admin,married,,True,True
204,44,blue-collar,married,basic_9y,True,True
205,35,student,single,university_degree,True,True
206,35,student,single,university_degree,True,True
207,35,unemployed,married,professional_course,True,True
208,36,services,single,basic_4y,True,True
209,35,student,single,university_degree,True,True
210,36,student,single,basic_9y,True,True
211,55,housemaid,divorced,university_degree,True,True
212,59,admin,married,university_degree,True,True
213,57,retired,married,,True,True
214,39,blue-collar,married,professional_course,True,True
215,39,housemaid,married,basic_4y,True,True
216,30,blue-collar,single,,True,True
217,30,blue-collar,single,,True,True
218,50,housemaid,married,basic_4y,True,True
219,40,services,married,high_school,True,True
220,35,admin,married,high_school,True,True
221,43,technician,married,,True,True
222,36,services,single,basic_6y,True,True
223,46,technician,married,basic_4y,True,True
224,40,technician,married,basic_9y,True,True
225,58,retired,married,university_degree,True,True
226,42,technician,married,university_degree,True,True
227,35,admin,single,university_degree,True,True
228,43,retired,married,basic_4y,True,True
229,45,blue-collar,married,basic_4y,True,True
230,39,admin,married,professional_course,True,True
231,50,services,divorced,professional_course,True,True
232,32,management,divorced,basic_4y,True,True
233,39,admin,married,high_school,True,True
234,52,self-employed,married,university_degree,True,True
235,44,admin,married,professional_course,True,True
236,56,blue-collar,married,basic_4y,True,True
237,48,admin,married,high_school,True,True
238,33,services,married,high_school,True,True
239,43,management,married,university_degree,True,True
240,57,retired,married,high_school,True,True
241,36,technician,single,professional_course,True,True
242,34,management,married,university_degree,True,True
243,34,services,single,basic_9y,True,True
244,30,technician,married,university_degree,True,True
245,33,services,divorced,,True,True
246,32,technician,single,professional_course,True,True
247,36,technician,single,high_school,True,True
248,36,blue-collar,single,high_school,True,True
249,33,services,single,high_school,True,True
250,40,technician,divorced,professional_course,True,True
251,41,blue-collar,married,basic_4y,True,True
252,51,services,married,basic_6y,True,True
253,36,technician,married,professional_course,True,True
254,28,services,married,,True,True
255,53,services,married,high_school,True,True
256,58,blue-collar,married,basic_9y,True,True
257,45,management,married,basic_9y,True,True
258,43,technician,married,,True,True
259,33,admin,married,high_school,True,True
260,33,admin,married,high_school,True,True
261,27,blue-collar,single,basic_6y,True,True
262,42,technician,married,high_school,True,True
263,43,admin,divorced,basic_9y,True,True
264,42,admin,married,university_degree,True,True
265,27,blue-collar,single,basic_6y,True,True
266,34,self-employed,single,university_degree,True,True
267,31,student,single,university_degree,True,True
268,54,management,divorced,university_degree,True,True
269,40,self-employed,married,basic_4y,True,True
270,52,unemployed,married,high_school,True,True
271,47,management,divorced,university_degree,True,True
272,49,housemaid,married,basic_9y,True,True
273,32,admin,single,high_school,True,True
274,49,housemaid,single,high_school,True,True
275,50,blue-collar,married,basic_9y,True,True
276,34,services,married,high_school,True,True
277,55,blue-collar,married,basic_4y,True,True
278,47,technician,single,basic_9y,True,True
279,51,retired,married,professional_course,True,True
280,47,blue-collar,married,basic_6y,True,True
281,56,technician,married,basic_4y,True,True
282,53,admin,married,basic_9y,True,True
283,36,blue-collar,married,basic_9y,True,True
284,42,blue-collar,divorced,basic_9y,True,True
285,44,blue-collar,divorced,basic_6y,True,True
286,39,housemaid,married,basic_9y,True,True
287,37,admin,single,high_school,True,True
288,60,blue-collar,married,,True,True
289,36,services,married,high_school,True,True
290,42,management,divorced,university_degree,True,True
291,31,admin,married,high_school,True,True
292,53,technician,divorced,professional_course,True,True
293,45,blue-collar,married,basic_4y,True,True
294,37,technician,single,professional_course,True,True
295,47,self-employed,married,professional_course,True,True
296,49,blue-collar,divorced,high_school,True,True
297,36,admin,married,university_degree,True,True
298,35,services,divorced,high_school,True,True
299,38,unknown,married,,True,True
300,38,services,single,high_school,True,True
301,50,blue-collar,divorced,high_school,True,True
302,59,retired,married,professional_course,True,True
303,43,unknown,married,,True,True
304,42,admin,married,high_school,True,True
305,40,admin,married,basic_6y,True,True
306,46,blue-collar,married,,True,True
307,57,housemaid,divorced,basic_4y,True,True
308,42,admin,married,university_degree,True,True
309,41,blue-collar,married,basic_4y,True,True
310,54,management,divorced,university_degree,True,True
311,27,admin,single,university_degree,True,True
312,36,admin,married,high_school,True,True
313,58,blue-collar,married,professional_course,True,True
314,40,management,married,university_degree,True,True
315,34,admin,single,basic_9y,True,True
316,33,admin,divorced,high_school,True,True
317,56,retired,married,basic_6y,True,True
318,42,blue-collar,married,basic_9y,True,True
319,43,services,married,high_school,True,True
320,54,management,single,basic_9y,True,True
321,53,admin,single,basic_6y,True,True
322,42,technician,single,,True,True
323,40,services,married,basic_6y,True,True
324,54,technician,married,professional_course,True,True
325,40,housemaid,single,professional_course,True,True
326,26,admin,single,university_degree,True,True
327,33,admin,married,high_school,True,True
328,35,blue-collar,married,basic_9y,True,True
329,36,admin,married,high_school,True,True
330,29,services,single,high_school,True,True
331,36,blue-collar,married,basic_9y,True,True
332,35,management,married,high_school,True,True
333,50,self-employed,single,university_degree,True,True
334,46,services,married,high_school,True,True
335,49,entrepreneur,married,high_school,True,True
336,42,technician,single,professional_course,True,True
337,36,blue-collar,single,high_school,True,True
338,55,blue-collar,married,basic_9y,True,True
339,41,management,married,university_degree,True,True
340,57,management,married,professional_course,True,True
341,32,services,single,high_school,True,True
342,49,admin,married,basic_9y,True,True
343,57,unknown,married,,True,True
344,58,blue-collar,divorced,basic_4y,True,True
345,52,technician,married,high_school,True,True
346,50,services,divorced,professional_course,True,True
347,41,blue-collar,single,basic_9y,True,True
348,33,entrepreneur,married,university_degree,True,True
349,57,blue-collar,married,basic_4y,True,True
350,48,blue-collar,married,basic_6y,True,True
351,55,technician,married,professional_course,True,True
352,38,management,married,university_degree,True,True
353,38,services,married,high_school,True,True
354,53,admin,married,university_degree,True,True
355,43,unemployed,single,university_degree,True,True
356,36,blue-collar,single,high_school,True,True
357,32,blue-collar,married,basic_9y,True,True
358,33,services,married,basic_4y,True,True
359,58,entrepreneur,married,basic_4y,True,True
360,40,unemployed,divorced,high_school,True,True
361,57,management,married,university_degree,True,True
362,45,technician,married,high_school,True,True
363,42,blue-collar,married,basic_4y,True,True
364,46,admin,married,university_degree,True,True
365,36,technician,married,university_degree,True,True
366,41,self-employed,married,high_school,True,True
367,57,admin,divorced,basic_9y,True,True
368,49,blue-collar,married,basic_9y,True,True
369,56,management,divorced,high_school,True,True
370,37,blue-collar,married,basic_9y,True,True
371,37,blue-collar,married,basic_9y,True,True
372,46,admin,single,high_school,True,True
373,22,blue-collar,single,basic_9y,True,True
374,43,services,married,high_school,True,True
375,49,blue-collar,married,,True,True
376,41,technician,married,basic_6y,True,True
377,38,admin,single,university_degree,True,True
378,33,admin,married,basic_9y,True,True
379,49,admin,married,university_degree,True,True
380,30,blue-collar,single,,True,True
381,33,admin,married,basic_9y,True,True
382,34,management,single,university_degree,True,True
383,30,student,single,,True,True
384,59,management,married,basic_4y,True,True
385,59,management,married,basic_4y,True,True
386,41,self-employed,married,university_degree,True,True
387,48,housemaid,married,basic_6y,True,True
388,28,unknown,single,,True,True
389,44,services,married,high_school,True,True
390,59,retired,unknown,university_degree,True,True
391,50,management,married,high_school,True,True
392,35,admin,married,university_degree,True,True
393,42,admin,married,high_school,True,True
394,45,admin,married,basic_9y,True,True
395,36,technician,married,professional_course,True,True
396,56,services,married,high_school,True,True
397,29,blue-collar,divorced,basic_4y,True,True
398,41,self-employed,married,university_degree,True,True
399,42,blue-collar,married,basic_9y,True,True
400,52,services,single,high_school,True,True
401,48,services,married,high_school,True,True
402,31,blue-collar,married,high_school,True,True
403,43,unemployed,married,university_degree,True,True
404,36,blue-collar,married,basic_4y,True,True
405,42,entrepreneur,married,university_degree,True,True
406,52,services,divorced,basic_6y,True,True
407,39,admin,married,high_school,True,True
408,36,services,married,high_school,True,True
409,42,blue-collar,married,basic_9y,True,True
410,41,admin,married,high_school,True,True
411,55,technician,married,basic_4y,True,True
412,30,blue-collar,married,basic_9y,True,True
413,57,retired,unknown,basic_4y,True,True
414,45,entrepreneur,married,basic_4y,True,True
415,51,blue-collar,married,basic_4y,True,True
416,39,self-employed,single,basic_9y,True,True
417,47,admin,married,high_school,True,True
418,27,services,married,high_school,True,True
419,34,technician,single,university_degree,True,True
420,57,blue-collar,married,basic_4y,True,True
421,43,entrepreneur,married,basic_4y,True,True
422,49,blue-collar,married,basic_4y,True,True
423,39,management,married,university_degree,True,True
424,38,blue-collar,married,basic_4y,True,True
425,49,blue-collar,married,basic_9y,True,True
426,58,management,married,basic_6y,True,True
427,43,technician,married,professional_course,True,True
428,50,unknown,married,,True,True
429,31,services,married,high_school,True,True
430,43,self-employed,divorced,university_degree,True,True
431,43,self-employed,married,basic_9y,True,True
432,30,self-employed,single,university_degree,True,True
433,27,services,single,professional_course,True,True
434,51,services,married,,True,True
435,37,technician,married,professional_course,True,True
436,46,housemaid,married,basic_9y,True,True
437,35,blue-collar,married,professional_course,True,True
438,47,admin,divorced,university_degree,True,True
439,46,management,married,,True,True
440,40,technician,married,professional_course,True,True
441,26,housemaid,married,university_degree,True,True
442,32,blue-collar,divorced,basic_9y,True,True
443,45,management,married,university_degree,True,True
444,34,admin,married,basic_9y,True,True
445,47,blue-collar,married,,True,True
446,42,technician,married,professional_course,True,True
447,57,technician,married,basic_4y,True,True
448,57,technician,married,basic_4y,True,True
449,38,blue-collar,married,basic_4y,True,True
450,57,technician,married,basic_4y,True,True
451,28,student,single,basic_9y,True,True
452,60,management,married,university_degree,True,True
453,48,admin,married,university_degree,True,True
454,47,technician,married,professional_course,True,True
455,40,admin,married,high_school,True,True
456,51,management,married,professional_course,True,True
457,48,unemployed,single,basic_4y,True,True
458,54,housemaid,married,basic_4y,True,True
459,40,blue-collar,married,basic_6y,True,True
460,44,admin,single,basic_9y,True,True
461,42,technician,divorced,high_school,True,True
462,52,self-employed,married,university_degree,True,True
463,31,blue-collar,single,basic_9y,True,True
464,32,services,married,high_school,True,True
465,44,admin,married,high_school,True,True
466,39,management,married,basic_6y,True,True
467,57,management,married,professional_course,True,True
468,52,admin,married,basic_4y,True,True
469,42,management,married,university_degree,True,True
470,42,technician,single,professional_course,True,True
471,43,management,married,professional_course,True,True
472,31,admin,divorced,high_school,True,True
473,29,admin,married,university_degree,True,True
474,57,blue-collar,divorced,basic_4y,True,True
475,44,blue-collar,married,basic_9y,True,True
476,59,unknown,married,,True,True
477,39,blue-collar,married,basic_4y,True,True
478,57,retired,married,university_degree,True,True
479,41,management,married,,True,True
480,37,technician,single,high_school,True,True
481,38,services,married,high_school,True,True
482,42,retired,married,basic_4y,True,True
483,49,unknown,married,,True,True
484,54,management,married,basic_6y,True,True
485,36,admin,married,university_degree,True,True
486,32,admin,single,university_degree,True,True
487,35,technician,married,professional_course,True,True
488,45,housemaid,married,professional_course,True,True
489,56,technician,married,,True,True
490,34,technician,married,university_degree,True,True
491,41,unemployed,married,basic_9y,True,True
492,41,services,married,basic_9y,True,True
493,36,blue-collar,married,basic_9y,True,True
494,32,admin,single,university_degree,True,True
495,31,services,married,high_school,True,True
496,38,technician,married,professional_course,True,True
497,35,admin,divorced,university_degree,True,True
498,53,admin,married,professional_course,True,True
499,51,admin,married,basic_6y,True,True
500,56,entrepreneur,married,university_degree,True,True
501,33,admin,married,basic_9y,True,True
502,33,admin,married,basic_9y,True,True
503,51,services,divorced,high_school,True,True
504,39,services,married,high_school,True,True
505,45,entrepreneur,married,university_degree,True,True
506,40,technician,single,university_degree,True,True
507,60,unknown,single,,True,True
508,33,technician,married,university_degree,True,True
509,47,blue-collar,married,high_school,True,True
510,48,blue-collar,married,basic_4y,True,True
511,43,entrepreneur,married,high_school,True,True
512,37,management,married,university_degree,True,True
513,50,services,married,basic_9y,True,True
514,59,entrepreneur,married,high_school,True,True
515,32,technician,married,,True,True
516,42,housemaid,single,basic_4y,True,True
517,52,blue-collar,married,basic_4y,True,True
518,42,blue-collar,married,,True,True
519,42,admin,married,,True,True
520,40,management,married,basic_9y,True,True
521,38,blue-collar,married,basic_9y,True,True
522,39,blue-collar,married,basic_6y,True,True
523,39,blue-collar,married,basic_6y,True,True
524,38,admin,married,high_school,True,True
525,47,admin,single,,True,True
526,30,services,single,high_school,True,True
527,38,admin,divorced,high_school,True,True
528,39,technician,divorced,university_degree,True,True
529,44,admin,married,high_school,True,True
530,36,admin,married,high_school,True,True
531,41,services,married,high_school,True,True
532,41,blue-collar,married,basic_6y,True,True
533,35,blue-collar,married,basic_9y,True,True
534,41,technician,married,high_school,True,True
535,36,services,married,high_school,True,True
536,35,admin,single,high_school,True,True
537,33,blue-collar,single,basic_4y,True,True
538,38,admin,single,basic_6y,True,True
539,33,self-employed,married,university_degree,True,True
540,55,self-employed,married,,True,True
541,36,blue-collar,single,basic_9y,True,True
542,57,technician,married,professional_course,True,True
543,32,entrepreneur,single,university_degree,True,True
544,30,self-employed,single,high_school,True,True
545,43,admin,married,professional_course,True,True
546,46,admin,married,university_degree,True,True
547,35,admin,divorced,high_school,True,True
548,34,admin,single,university_degree,True,True
549,50,blue-collar,married,basic_4y,True,True
550,39,admin,single,university_degree,True,True
551,39,blue-collar,married,basic_9y,True,True
552,42,entrepreneur,married,basic_6y,True,True
553,57,retired,married,university_degree,True,True
554,45,blue-collar,married,basic_4y,True,True
555,40,technician,married,basic_4y,True,True
556,42,blue-collar,married,high_school,True,True
557,40,technician,married,basic_4y,True,True
558,38,blue-collar,single,basic_4y,True,True
559,39,blue-collar,married,basic_6y,True,True
560,41,blue-collar,married,basic_4y,True,True
561,39,blue-collar,married,basic_6y,True,True
562,41,blue-collar,married,basic_4y,True,True
563,45,admin,married,university_degree,True,True
564,35,admin,divorced,university_degree,True,True
565,35,admin,married,basic_6y,True,True
566,49,blue-collar,married,high_school,True,True
567,36,technician,married,,True,True
568,23,admin,single,university_degree,True,True
569,43,unemployed,married,university_degree,True,True
570,49,entrepreneur,married,professional_course,True,True
571,36,technician,married,professional_course,True,True
572,51,blue-collar,married,basic_9y,True,True
573,56,retired,married,basic_4y,True,True
574,45,housemaid,married,high_school,True,True
575,42,admin,married,high_school,True,True
576,41,admin,divorced,high_school,True,True
577,32,services,married,high_school,True,True
578,46,management,married,university_degree,True,True
579,37,blue-collar,married,,True,True
580,53,management,married,university_degree,True,True
581,30,blue-collar,married,basic_4y,True,True
582,45,unknown,married,,True,True
583,24,technician,single,professional_course,True,True
584,45,unknown,married,,True,True
585,34,admin,single,university_degree,True,True
586,41,management,married,university_degree,True,True
587,59,blue-collar,married,basic_4y,True,True
588,45,blue-collar,married,basic_4y,True,True
589,54,blue-collar,married,basic_6y,True,True
590,32,technician,married,professional_course,True,True
591,33,technician,married,professional_course,True,True
592,32,admin,married,university_degree,True,True
593,34,services,single,high_school,True,True
594,46,management,married,university_degree,True,True
595,57,technician,married,professional_course,True,True
596,42,technician,married,basic_9y,True,True
597,48,admin,married,professional_course,True,True
598,58,admin,divorced,university_degree,True,True
599,34,services,married,high_school,True,True
600,32,admin,single,university_degree,True,True
601,48,blue-collar,married,basic_9y,True,True
602,47,blue-collar,married,basic_9y,True,True
603,31,services,married,high_school,True,True
604,32,admin,single,university_degree,True,True
605,32,admin,single,university_degree,True,True
606,36,services,married,high_school,True,True
607,53,blue-collar,married,basic_4y,True,True
608,37,blue-collar,married,basic_9y,True,True
609,50,services,married,high_school,True,True
610,46,blue-collar,married,basic_6y,True,True
611,41,admin,married,high_school,True,True
612,43,blue-collar,single,basic_4y,True,True
613,51,management,married,university_degree,True,True
614,38,admin,married,university_degree,True,True
615,41,technician,married,basic_6y,True,True
616,39,services,married,high_school,True,True
617,52,blue-collar,married,basic_4y,True,True
618,37,technician,married,professional_course,True,True
619,41,admin,married,basic_9y,True,True
620,46,admin,divorced,university_degree,True,True
621,47,technician,married,professional_course,True,True
622,35,technician,married,professional_course,True,True
623,38,services,married,high_school,True,True
624,30,blue-collar,single,,True,True
625,46,blue-collar,married,basic_9y,True,True
626,30,technician,married,professional_course,True,True
627,35,services,single,basic_4y,True,True
628,58,admin,married,,True,True
629,40,technician,married,professional_course,True,True
630,34,technician,married,university_degree,True,True
631,30,admin,single,university_degree,True,True
632,38,services,married,basic_6y,True,True
633,55,management,single,basic_4y,True,True
634,55,management,married,university_degree,True,True
635,45,technician,single,professional_course,True,True
636,36,admin,married,university_degree,True,True
637,32,admin,single,university_degree,True,True
638,35,technician,married,,True,True
639,55,management,divorced,university_degree,True,True
640,49,housemaid,married,basic_4y,True,True
641,29,admin,married,high_school,True,True
642,34,blue-collar,married,basic_4y,True,True
643,54,retired,married,high_school,True,True
644,36,technician,single,professional_course,True,True
645,30,management,single,university_degree,True,True
646,33,housemaid,divorced,university_degree,True,True
647,37,blue-collar,married,high_school,True,True
648,36,technician,married,basic_9y,True,True
649,33,blue-collar,married,high_school,True,True
650,32,housemaid,married,high_school,True,True
651,32,housemaid,married,high_school,True,True
652,50,blue-collar,married,basic_4y,True,True
653,39,blue-collar,married,basic_9y,True,True
654,51,blue-collar,divorced,,True,True
655,33,services,married,high_school,True,True
656,33,services,married,basic_4y,True,True
657,56,management,married,university_degree,True,True
658,39,management,divorced,university_degree,True,True
659,33,self-employed,single,university_degree,True,True
660,59,retired,divorced,basic_4y,True,True
661,42,admin,single,,True,True
662,43,services,married,high_school,True,True
663,35,admin,married,university_degree,True,True
664,46,blue-collar,married,basic_6y,True,True
665,27,technician,married,basic_9y,True,True
666,47,admin,divorced,university_degree,True,True
667,31,admin,single,university_degree,True,True
668,32,blue-collar,married,basic_9y,True,True
669,54,admin,married,high_school,True,True
670,56,management,married,university_degree,True,True
671,48,services,single,high_school,True,True
672,44,admin,married,high_school,True,True
673,46,admin,married,high_school,True,True
674,45,services,married,high_school,True,True
675,43,admin,married,professional_course,True,True
676,40,admin,single,high_school,True,True
677,56,management,married,university_degree,True,True
678,47,entrepreneur,married,professional_course,True,True
679,39,management,divorced,university_degree,True,True
680,48,technician,married,basic_4y,True,True
681,45,housemaid,married,professional_course,True,True
682,36,self-employed,married,university_degree,True,True
683,49,management,married,professional_course,True,True
684,46,services,married,high_school,True,True
685,38,blue-collar,married,basic_9y,True,True
686,50,housemaid,married,basic_4y,True,True
687,27,admin,single,high_school,True,True
688,40,technician,married,professional_course,True,True
689,46,management,married,university_degree,True,True
690,40,admin,divorced,university_degree,True,True
691,33,management,single,university_degree,True,True
692,54,retired,married,high_school,True,True
693,52,blue-collar,married,basic_4y,True,True
694,53,admin,married,university_degree,True,True
695,49,services,married,high_school,True,True
696,42,blue-collar,married,basic_4y,True,True
697,49,housemaid,married,basic_4y,True,True
698,40,entrepreneur,married,basic_9y,True,True
699,59,admin,married,university_degree,True,True
700,51,self-employed,married,basic_9y,True,True
701,57,housemaid,married,basic_6y,True,True
702,38,self-employed,divorced,basic_9y,True,True
703,52,self-employed,married,university_degree,True,True
704,26,unemployed,single,basic_9y,True,True
705,35,admin,married,university_degree,True,True
706,51,admin,married,university_degree,True,True
707,43,blue-collar,married,basic_4y,True,True
708,42,admin,married,high_school,True,True
709,60,retired,divorced,university_degree,True,True
710,36,blue-collar,married,basic_9y,True,True
711,57,management,married,university_degree,True,True
712,35,student,single,university_degree,True,True
713,30,admin,married,university_degree,True,True
714,43,services,married,high_school,True,True
715,40,technician,married,basic_9y,True,True
716,45,technician,married,university_degree,True,True
717,56,retired,married,high_school,True,True
718,46,services,married,basic_6y,True,True
719,41,blue-collar,married,basic_4y,True,True
720,42,admin,married,university_degree,True,True
721,56,blue-collar,married,basic_4y,True,True
722,43,entrepreneur,married,basic_4y,True,True
723,34,blue-collar,married,basic_4y,True,True
724,38,services,married,high_school,True,True
725,40,technician,married,basic_9y,True,True
726,38,admin,married,high_school,True,True
727,48,entrepreneur,married,university_degree,True,True
728,27,blue-collar,married,basic_9y,True,True
729,24,technician,single,professional_course,True,True
730,47,admin,single,,True,True
731,48,blue-collar,married,professional_course,True,True
732,31,admin,single,high_school,True,True
733,39,self-employed,single,basic_4y,True,True
734,41,technician,single,university_degree,True,True
735,49,blue-collar,married,basic_4y,True,True
736,56,retired,married,basic_4y,True,True
737,49,admin,married,high_school,True,True
738,47,unemployed,divorced,university_degree,True,True
739,44,blue-collar,married,,True,True
740,48,admin,divorced,high_school,True,True
741,55,housemaid,married,basic_4y,True,True
