client_id,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
59,1,174,0,False,False,2022-05-18
60,1,449,0,False,False,2022-05-03
61,1,812,0,False,False,2022-05-23
62,1,164,0,False,False,2022-05-27
63,1,366,0,False,False,2022-05-29
64,1,357,0,False,False,2022-05-19
65,1,232,0,False,False,2022-05-15
66,1,91,0,False,False,2022-05-16
67,1,273,0,False,False,2022-05-21
68,2,158,0,False,False,2022-05-29
69,1,177,0,False,False,2022-05-04
70,1,200,0,False,False,2022-05-28
71,1,172,0,False,False,2022-05-26
72,1,176,0,False,False,2022-05-18
73,1,211,0,False,False,2022-05-14
74,1,214,0,False,False,2022-05-26
75,1,1575,0,False,True,2022-05-20
76,1,349,0,False,False,2022-05-16
77,2,337,0,False,False,2022-05-28
78,1,272,0,False,False,2022-05-30
79,1,208,0,False,False,2022-05-21
80,1,193,0,False,False,2022-05-29
81,1,212,0,False,False,2022-05-29
82,2,165,0,False,False,2022-05-27
83,1,1042,0,False,True,2022-05-06
84,1,20,0,False,False,2022-05-23
85,1,246,0,False,False,2022-05-12
86,2,529,0,False,False,2022-05-23
87,1,192,0,False,False,2022-05-21
88,1,1467,0,False,True,2022-05-19
89,2,188,0,False,False,2022-05-17
90,2,180,0,False,False,2022-05-29
91,1,48,0,False,False,2022-05-05
92,2,213,0,False,False,2022-05-02
93,1,545,0,False,False,2022-05-27
94,1,583,0,False,False,2022-05-28
95,1,221,0,False,False,2022-05-25
96,1,426,0,False,False,2022-05-17
97,1,287,0,False,False,2022-05-27
98,1,197,0,False,False,2022-05-30
99,1,257,0,False,False,2022-05-03
100,1,229,0,False,False,2022-05-25
101,3,55,0,False,False,2022-05-30
102,1,400,0,False,False,2022-05-27
103,1,197,0,False,False,2022-05-19
104,1,190,0,False,False,2022-05-24
105,1,21,0,False,False,2022-05-08
106,2,300,0,False,False,2022-05-22
107,2,123,0,False,False,2022-05-09
108,1,293,0,False,False,2022-05-15
109,1,325,0,False,False,2022-05-09
110,1,514,0,False,False,2022-05-04
111,2,849,0,False,False,2022-05-01
112,1,194,0,False,False,2022-05-25
113,2,212,0,False,False,2022-05-04
114,2,337,0,False,False,2022-05-06
115,1,286,0,False,False,2022-05-20
116,2,247,0,False,False,2022-05-31
117,1,518,0,False,False,2022-05-24
118,1,364,0,False,False,2022-05-06
119,1,178,0,False,False,2022-05-26
120,1,98,0,False,False,2022-05-21
121,1,439,0,False,False,2022-05-01
122,1,139,0,False,False,2022-05-18
123,1,79,0,False,False,2022-05-09
124,1,175,0,False,False,2022-05-26
125,2,262,0,False,False,2022-05-21
126,1,61,0,False,False,2022-05-31
127,1,78,0,False,False,2022-05-24
128,2,102,0,False,False,2022-05-23
129,1,579,0,False,True,2022-05-12
130,1,143,0,False,False,2022-05-29
131,1,677,0,False,False,2022-05-20
132,1,267,0,False,False,2022-05-22
133,1,345,0,False,False,2022-05-12
134,1,185,0,False,False,2022-05-19
135,1,207,0,False,False,2022-05-05
136,2,69,0,False,False,2022-05-26
137,2,100,0,False,False,2022-05-19
138,2,125,0,False,False,2022-05-28
139,1,461,0,False,True,2022-05-27
140,1,240,0,False,False,2022-05-16
141,1,70,0,False,False,2022-05-22
142,1,193,0,False,False,2022-05-24
143,1,136,0,False,False,2022-05-17
144,1,73,0,False,False,2022-05-24
145,1,528,0,False,False,2022-05-06
146,1,541,0,False,False,2022-05-11
147,1,338,0,False,False,2022-05-16
148,1,163,0,False,False,2022-05-28
149,1,87,0,False,False,2022-05-25
150,1,301,0,False,False,2022-05-03
151,1,46,0,False,False,2022-05-22
152,1,52,0,False,False,2022-05-08
153,1,204,0,False,False,2022-05-03
154,1,155,0,False,False,2022-05-12
155,1,98,0,False,False,2022-05-15
156,1,71,0,False,False,2022-05-25
157,1,243,0,False,False,2022-05-29
158,2,186,0,False,False,2022-05-07
159,2,579,0,False,False,2022-05-27
160,2,165,0,False,False,2022-05-03
161,2,163,0,False,False,2022-05-09
162,1,46,0,False,False,2022-05-29
163,3,559,0,False,False,2022-05-15
164,1,2033,0,False,False,2022-05-18
165,1,85,0,False,False,2022-05-22
166,1,506,0,False,False,2022-05-04
167,2,114,0,False,False,2022-05-12
168,2,114,0,False,False,2022-05-19
169,2,843,0,False,False,2022-05-25
170,1,181,0,False,False,2022-05-12
171,1,427,0,False,False,2022-05-05
172,1,292,0,False,False,2022-05-24
173,1,192,0,False,False,2022-05-07
174,3,93,0,False,False,2022-05-02
175,2,128,0,False,False,2022-05-09
176,1,107,0,False,False,2022-05-29
177,2,303,0,False,False,2022-05-13
178,1,81,0,False,False,2022-05-11
179,1,270,0,False,False,2022-05-30
180,1,228,0,False,False,2022-05-12
181,1,240,0,False,False,2022-05-31
182,2,673,0,False,True,2022-05-20
183,3,233,0,False,False,2022-05-08
184,1,102,0,False,False,2022-05-13
185,1,461,0,False,False,2022-05-19
186,1,250,0,False,False,2022-05-20
187,1,130,0,False,False,2022-05-03
188,1,252,0,False,False,2022-05-18
189,1,138,0,False,False,2022-05-19
190,1,412,0,False,False,2022-05-10
191,2,179,0,False,False,2022-05-19
192,2,19,0,False,False,2022-05-07
193,2,228,0,False,False,2022-05-26
194,1,55,0,False,False,2022-05-31
195,1,717,0,False,False,2022-05-06
196,1,313,0,False,False,2022-05-07
197,1,289,0,False,False,2022-05-29
198,2,683,0,False,False,2022-05-25
199,1,1077,0,False,False,2022-05-29
200,2,146,0,False,False,2022-05-09
201,1,167,0,False,False,2022-05-15
202,2,356,0,False,False,2022-05-20
203,1,277,0,False,False,2022-05-13
204,1,172,0,False,False,2022-05-09
205,1,218,0,False,False,2022-05-10
206,1,217,0,False,False,2022-05-04
207,1,67,0,False,False,2022-05-26
208,1,291,0,False,False,2022-05-08
209,1,248,0,False,False,2022-05-24
210,1,256,0,False,False,2022-05-19
211,1,286,0,False,False,2022-05-25
212,1,477,0,False,False,2022-05-31
213,2,611,0,False,False,2022-05-05
214,1,471,0,False,False,2022-05-14
215,2,381,0,False,False,2022-05-22
216,1,251,0,False,False,2022-05-02
217,1,408,0,False,False,2022-05-20
218,1,287,0,False,False,2022-05-29
219,3,322,0,False,False,2022-05-09
220,2,216,0,False,False,2022-05-20
221,2,366,0,False,False,2022-05-26
222,1,210,0,False,False,2022-05-26
223,1,288,0,False,False,2022-05-19
224,1,168,0,False,False,2022-05-15
225,1,132,0,False,False,2022-05-17
226,2,64,0,False,False,2022-05-26
227,2,209,0,False,False,2022-05-08
228,3,410,0,False,False,2022-05-09
229,1,177,0,False,False,2022-05-19
230,2,580,0,False,False,2022-05-06
231,1,165,0,False,False,2022-05-23
232,2,127,0,False,False,2022-05-27
233,1,357,0,False,False,2022-05-17
234,1,175,0,False,False,2022-05-10
235,1,300,0,False,False,2022-05-06
236,1,136,0,False,False,2022-05-19
237,2,125,0,False,False,2022-05-24
238,2,189,0,False,False,2022-05-04
239,3,213,0,False,False,2022-05-02
240,2,238,0,False,False,2022-05-10
241,1,124,0,False,False,2022-05-04
242,1,18,0,False,False,2022-05-02
243,2,730,0,False,False,2022-05-17
244,1,40,0,False,False,2022-05-11
245,2,181,0,False,False,2022-05-16
246,1,79,0,False,False,2022-05-20
247,2,142,0,False,False,2022-05-06
248,1,389,0,False,False,2022-05-10
249,1,702,0,False,False,2022-05-24
250,1,151,0,False,False,2022-05-23
251,1,211,0,False,False,2022-05-07
252,1,117,0,False,False,2022-05-26
253,3,232,0,False,False,2022-05-24
254,2,408,0,False,False,2022-05-08
255,3,370,0,False,False,2022-05-15
256,2,179,0,False,False,2022-05-06
257,1,46,0,False,False,2022-05-01
258,1,200,0,False,False,2022-05-22
259,1,50,0,False,False,2022-05-04
260,1,181,0,False,False,2022-05-07
261,1,119,0,False,False,2022-05-26
262,1,361,0,False,False,2022-05-17
263,3,73,0,False,False,2022-05-16
264,2,67,0,False,False,2022-05-24
265,1,350,0,False,False,2022-05-10
266,2,150,0,False,False,2022-05-18
267,2,332,0,False,False,2022-05-09
268,2,611,0,False,False,2022-05-13
269,3,58,0,False,False,2022-05-25
270,1,151,0,False,False,2022-05-26
271,2,89,0,False,False,2022-05-10
272,1,152,0,False,False,2022-05-05
273,2,611,0,False,False,2022-05-25
274,2,110,0,False,False,2022-05-28
275,1,463,0,False,False,2022-05-16
276,1,962,0,False,False,2022-05-08
277,2,102,0,False,False,2022-05-22
278,4,10,0,False,False,2022-05-04
279,3,118,0,False,False,2022-05-31
280,2,92,0,False,False,2022-05-04
281,3,143,0,False,False,2022-05-10
282,3,189,0,False,False,2022-05-09
283,2,75,0,False,False,2022-05-18
284,2,189,0,False,False,2022-05-28
285,2,55,0,False,False,2022-05-11
286,3,935,0,False,True,2022-05-31
287,2,56,0,False,False,2022-05-25
288,2,5,0,False,False,2022-05-15
289,2,225,0,False,False,2022-05-23
290,2,125,0,False,False,2022-05-07
291,2,286,0,False,False,2022-05-09
292,2,206,0,False,False,2022-05-15
293,2,164,0,False,False,2022-05-16
294,2,98,0,False,False,2022-05-05
295,2,446,0,False,False,2022-05-03
296,2,742,0,False,False,2022-05-31
297,2,120,0,False,False,2022-05-06
298,3,122,0,False,False,2022-05-13
299,4,362,0,False,False,2022-05-25
300,2,357,0,False,False,2022-05-19
301,2,200,0,False,False,2022-05-27
302,2,107,0,False,False,2022-05-05
303,2,267,0,False,False,2022-05-13
304,2,248,0,False,False,2022-05-22
305,2,215,0,False,False,2022-05-08
306,2,209,0,False,False,2022-05-22
307,2,205,0,False,False,2022-05-15
308,3,261,0,False,False,2022-05-09
309,2,83,0,False,False,2022-05-20
310,3,106,0,False,False,2022-05-13
311,2,106,0,False,False,2022-05-27
312,2,108,0,False,False,2022-05-28
313,2,214,0,False,False,2022-05-17
314,2,358,0,False,False,2022-05-09
315,2,453,0,False,False,2022-05-07
316,2,364,0,False,False,2022-05-13
317,2,136,0,False,False,2022-05-19
318,2,173,0,False,False,2022-05-20
319,2,241,0,False,False,2022-05-07
320,3,224,0,False,False,2022-05-22
321,2,148,0,False,False,2022-05-31
322,2,230,0,False,False,2022-05-10
323,3,199,0,False,False,2022-05-15
324,2,196,0,False,False,2022-05-10
325,4,111,0,False,False,2022-05-23
326,3,231,0,False,False,2022-05-01
327,3,316,0,False,False,2022-05-16
328,2,240,0,False,False,2022-05-27
329,3,669,0,False,False,2022-05-21
330,2,425,0,False,False,2022-05-31
331,2,121,0,False,False,2022-05-09
332,5,174,0,False,False,2022-05-30
333,5,88,0,False,False,2022-05-07
334,3,313,0,False,False,2022-05-01
335,4,135,0,False,False,2022-05-28
336,2,152,0,False,False,2022-05-27
337,3,402,0,False,False,2022-05-29
338,2,221,0,False,False,2022-05-19
339,2,213,0,False,False,2022-05-10
340,3,144,0,False,False,2022-05-05
341,3,158,0,False,False,2022-05-11
342,3,220,0,False,False,2022-05-22
343,2,325,0,False,False,2022-05-26
344,2,254,0,False,False,2022-05-02
345,2,503,0,False,False,2022-05-24
346,2,680,0,False,False,2022-05-26
347,4,421,0,False,False,2022-05-25
348,3,130,0,False,False,2022-05-23
349,2,164,0,False,False,2022-05-03
350,3,174,0,False,False,2022-05-06
351,2,113,0,False,False,2022-05-01
352,2,195,0,False,False,2022-05-22
353,3,347,0,False,False,2022-05-01
354,2,208,0,False,False,2022-05-20
355,4,404,0,False,False,2022-05-07
356,2,396,0,False,False,2022-05-02
357,2,98,0,False,False,2022-05-21
358,3,229,0,False,False,2022-05-28
359,2,350,0,False,False,2022-05-27
360,3,88,0,False,False,2022-05-16
361,2,379,0,False,False,2022-05-30
362,3,168,0,False,False,2022-05-08
363,3,190,0,False,False,2022-05-22
364,1,158,0,False,False,2022-05-24
365,1,210,0,False,False,2022-05-05
366,1,102,0,False,False,2022-05-24
367,1,306,0,False,False,2022-05-08
368,1,64,0,False,False,2022-05-26
369,1,218,0,False,False,2022-05-12
370,1,77,0,False,False,2022-05-02
371,1,54,0,False,False,2022-05-04
372,1,344,0,False,False,2022-05-01
373,1,195,0,False,False,2022-05-16
374,1,202,0,False,False,2022-05-16
375,1,286,0,False,False,2022-05-21
376,1,278,0,False,False,2022-05-11
377,1,189,0,False,False,2022-05-01
378,1,83,0,False,False,2022-05-28
379,1,18,0,False,False,2022-05-26
380,2,184,0,False,False,2022-05-18
381,1,235,0,False,False,2022-05-13
382,1,290,0,False,False,2022-05-21
383,1,133,0,False,False,2022-05-24
384,1,318,0,False,False,2022-05-08
385,1,437,0,False,False,2022-05-07
386,1,402,0,False,False,2022-05-13
387,4,501,0,False,False,2022-05-31
388,1,1201,0,False,True,2022-05-02
389,1,1030,0,False,True,2022-05-10
390,1,253,0,False,False,2022-05-03
391,1,149,0,False,False,2022-05-29
392,1,144,0,False,False,2022-05-10
393,1,69,0,False,False,2022-05-24
394,1,243,0,False,False,2022-05-23
395,2,769,0,False,False,2022-05-06
396,3,135,0,False,False,2022-05-03
397,1,231,0,False,False,2022-05-04
398,2,442,0,False,False,2022-05-17
399,1,199,0,False,False,2022-05-05
400,1,455,0,False,False,2022-05-22
401,1,152,0,False,False,2022-05-21
402,1,124,0,False,False,2022-05-23
403,1,424,0,False,False,2022-05-19
404,1,43,0,False,False,2022-05-16
405,1,154,0,False,False,2022-05-04
406,1,393,0,False,False,2022-05-26
407,2,203,0,False,False,2022-05-03
408,2,140,0,False,False,2022-05-23
409,1,326,0,False,False,2022-05-30
410,1,483,0,False,False,2022-05-03
411,1,259,0,False,False,2022-05-12
412,1,227,0,False,False,2022-05-01
413,1,673,0,False,False,2022-05-01
414,1,576,0,False,False,2022-05-23
415,2,180,0,False,False,2022-05-24
416,1,90,0,False,False,2022-05-18
417,1,505,0,False,False,2022-05-22
418,1,245,0,False,False,2022-05-03
419,1,186,0,False,False,2022-05-23
420,1,208,0,False,False,2022-05-05
421,1,623,0,False,False,2022-05-30
422,1,180,0,False,False,2022-05-08
423,3,496,0,False,False,2022-05-11
424,1,118,0,False,False,2022-05-20
425,2,102,0,False,False,2022-05-16
426,1,342,0,False,False,2022-05-09
427,1,225,0,False,False,2022-05-01
428,3,185,0,False,False,2022-05-03
429,1,276,0,False,False,2022-05-12
430,1,87,0,False,False,2022-05-29
431,1,744,0,False,False,2022-05-13
432,1,262,0,False,False,2022-05-22
433,1,271,0,False,False,2022-05-25
434,1,141,0,False,False,2022-05-26
435,2,198,0,False,False,2022-05-05
436,1,150,0,False,False,2022-05-13
437,1,241,0,False,False,2022-05-22
438,1,196,0,False,False,2022-05-18
439,1,149,0,False,False,2022-05-18
440,1,264,0,False,False,2022-05-11
441,1,246,0,False,False,2022-05-22
442,2,309,0,False,False,2022-05-27
443,1,140,0,False,False,2022-05-20
444,1,175,0,False,False,2022-05-13
445,1,136,0,False,False,2022-05-07
446,1,1623,0,False,True,2022-05-29
447,1,50,0,False,False,2022-05-16
448,1,101,0,False,False,2022-05-15
449,1,144,0,False,False,2022-05-09
450,1,238,0,False,False,2022-05-17
451,1,354,0,False,False,2022-05-13
452,2,451,0,False,False,2022-05-07
453,1,159,0,False,False,2022-05-23
454,1,170,0,False,False,2022-05-19
455,1,243,0,False,False,2022-05-30
456,2,141,0,False,False,2022-05-03
457,1,112,0,False,False,2022-05-08
458,2,262,0,False,False,2022-05-01
459,1,53,0,False,False,2022-05-09
460,1,134,0,False,False,2022-05-25
461,4,204,0,False,False,2022-05-21
462,1,678,0,False,False,2022-05-22
463,1,182,0,False,False,2022-05-18
464,1,162,0,False,False,2022-05-26
465,1,177,0,False,False,2022-05-05
466,1,27,0,False,False,2022-05-12
467,3,699,0,False,False,2022-05-20
468,1,358,0,False,False,2022-05-13
469,1,1677,0,False,True,2022-05-18
470,1,529,0,False,False,2022-05-10
471,1,310,0,False,False,2022-05-04
472,1,47,0,False,False,2022-05-11
473,1,379,0,False,False,2022-05-16
474,2,30,0,False,False,2022-05-30
475,1,472,0,False,False,2022-05-22
476,1,113,0,False,False,2022-05-06
477,1,114,0,False,False,2022-05-27
478,1,116,0,False,False,2022-05-03
479,1,448,0,False,False,2022-05-23
480,1,264,0,False,False,2022-05-05
481,1,169,0,False,False,2022-05-16
482,1,145,0,False,False,2022-05-04
483,1,288,0,False,False,2022-05-24
484,1,381,0,False,False,2022-05-31
485,2,176,0,False,False,2022-05-30
486,1,215,0,False,False,2022-05-02
487,1,278,0,False,False,2022-05-06
488,2,188,0,False,False,2022-05-02
489,2,174,0,False,False,2022-05-06
490,2,226,0,False,False,2022-05-18
491,2,111,0,False,False,2022-05-17
492,2,157,0,False,False,2022-05-10
493,1,46,0,False,False,2022-05-28
494,1,49,0,False,False,2022-05-29
495,1,374,0,False,False,2022-05-16
496,1,349,0,False,False,2022-05-01
497,1,325,0,False,False,2022-05-16
498,2,233,0,False,False,2022-05-10
499,1,531,0,False,False,2022-05-02
500,1,153,0,False,False,2022-05-19
501,1,80,0,False,False,2022-05-04
502,1,198,0,False,False,2022-05-25
503,1,568,0,False,False,2022-05-08
504,1,918,0,False,True,2022-05-31
505,1,82,0,False,False,2022-05-10
506,3,198,0,False,False,2022-05-10
507,1,211,0,False,False,2022-05-11
508,1,120,0,False,False,2022-05-12
509,1,269,0,False,False,2022-05-25
510,1,128,0,False,False,2022-05-09
511,2,166,0,False,False,2022-05-17
512,1,211,0,False,False,2022-05-19
513,1,369,0,False,False,2022-05-11
514,1,91,0,False,False,2022-05-21
515,2,267,0,False,False,2022-05-04
516,1,198,0,False,False,2022-05-28
517,2,371,0,False,False,2022-05-08
518,2,288,0,False,False,2022-05-11
519,1,221,0,False,False,2022-05-08
520,1,427,0,False,False,2022-05-01
521,1,310,0,False,False,2022-05-23
522,1,158,0,False,False,2022-05-04
523,1,198,0,False,False,2022-05-19
524,1,145,0,False,False,2022-05-02
525,1,247,0,False,False,2022-05-04
526,1,102,0,False,False,2022-05-07
527,2,179,0,False,False,2022-05-06
528,1,73,0,False,False,2022-05-16
529,2,263,0,False,False,2022-05-22
530,2,342,0,False,False,2022-05-07
531,1,41,0,False,False,2022-05-25
532,1,13,0,False,False,2022-05-16
533,2,79,0,False,False,2022-05-03
534,1,358,0,False,False,2022-05-29
535,1,162,0,False,False,2022-05-20
536,1,150,0,False,False,2022-05-30
537,1,26,0,False,False,2022-05-23
538,1,250,0,False,False,2022-05-29
539,1,792,0,False,False,2022-05-09
540,1,146,0,False,False,2022-05-23
541,1,440,0,False,False,2022-05-26
542,1,289,0,False,False,2022-05-18
543,2,242,0,False,False,2022-05-29
544,1,123,0,False,False,2022-05-25
545,2,161,0,False,False,2022-05-01
546,2,268,0,False,False,2022-05-28
547,2,259,0,False,False,2022-05-03
548,1,26,0,False,False,2022-05-25
549,1,153,0,False,False,2022-05-03
550,2,424,0,False,False,2022-05-04
551,1,375,0,False,False,2022-05-22
552,2,179,0,False,False,2022-05-11
553,1,383,0,False,False,2022-05-14
554,1,440,0,False,False,2022-05-25
555,1,195,0,False,False,2022-05-13
556,3,1297,0,False,True,2022-05-02
557,1,217,0,False,False,2022-05-12
558,1,87,0,False,False,2022-05-19
559,1,427,0,False,False,2022-05-21
560,1,189,0,False,False,2022-05-18
561,1,502,0,False,False,2022-05-22
562,1,260,0,False,False,2022-05-27
563,1,209,0,False,False,2022-05-06
564,1,179,0,False,False,2022-05-12
565,1,179,0,False,False,2022-05-16
566,1,69,0,False,False,2022-05-23
567,2,105,0,False,False,2022-05-14
568,3,266,0,False,False,2022-05-29
569,2,87,0,False,False,2022-05-21
570,2,524,0,False,False,2022-05-22
571,2,155,0,False,False,2022-05-17
572,2,162,0,False,False,2022-05-25
573,4,316,0,False,False,2022-05-27
574,2,352,0,False,False,2022-05-24
575,3,695,0,False,False,2022-05-30
576,4,76,0,False,False,2022-05-31
577,2,535,0,False,False,2022-05-12
578,2,310,0,False,False,2022-05-08
579,3,390,0,False,False,2022-05-02
580,1,369,0,False,False,2022-05-13
581,2,112,0,False,False,2022-05-02
582,1,79,0,False,False,2022-05-13
583,2,140,0,False,False,2022-05-28
584,1,315,0,False,False,2022-05-18
585,2,262,0,False,False,2022-05-07
586,2,174,0,False,False,2022-05-06
587,2,424,0,False,False,2022-05-10
588,1,135,0,False,False,2022-05-06
589,5,36,0,False,False,2022-05-09
590,3,1906,0,False,False,2022-05-15
591,2,219,0,False,False,2022-05-06
592,1,135,0,False,False,2022-05-20
593,2,147,0,False,False,2022-05-26
594,2,407,0,False,False,2022-05-23
595,4,402,0,False,False,2022-05-14
596,1,209,0,False,False,2022-05-30
597,2,92,0,False,False,2022-05-11
598,1,208,0,False,False,2022-05-07
599,1,193,0,False,False,2022-05-27
600,1,65,0,False,False,2022-05-31
601,2,284,0,False,False,2022-05-10
602,1,285,0,False,False,2022-05-25
603,1,231,0,False,False,2022-05-14
604,1,278,0,False,False,2022-05-07
605,1,389,0,False,False,2022-05-22
606,1,158,0,False,False,2022-05-23
607,2,78,0,False,False,2022-05-06
608,5,258,0,False,False,2022-05-22
609,1,87,0,False,False,2022-05-18
610,2,147,0,False,False,2022-05-27
611,1,635,0,False,False,2022-05-01
612,1,289,0,False,False,2022-05-22
613,3,170,0,False,False,2022-05-31
614,1,802,0,False,False,2022-05-20
615,2,381,0,False,False,2022-05-13
616,4,218,0,False,False,2022-05-31
617,2,57,0,False,False,2022-05-01
618,2,304,0,False,False,2022-05-06
619,3,241,0,False,False,2022-05-11
620,1,230,0,False,False,2022-05-01
621,4,79,0,False,False,2022-05-11
622,3,262,0,False,False,2022-05-04
623,2,392,0,False,False,2022-05-07
624,2,201,0,False,False,2022-05-27
625,1,145,0,False,False,2022-05-06
626,1,252,0,False,False,2022-05-01
627,1,329,0,False,False,2022-05-18
628,2,328,0,False,False,2022-05-22
629,2,191,0,False,False,2022-05-16
630,2,116,0,False,False,2022-05-29
631,1,246,0,False,False,2022-05-03
632,2,532,0,False,False,2022-05-29
633,1,293,0,False,False,2022-05-30
634,3,416,0,False,False,2022-05-21
635,2,37,0,False,False,2022-05-23
636,2,132,0,False,False,2022-05-15
637,2,530,0,False,False,2022-05-13
638,3,175,0,False,False,2022-05-05
639,5,90,0,False,False,2022-05-30
640,2,524,0,False,False,2022-05-17
641,3,29,0,False,False,2022-05-06
642,2,311,0,False,False,2022-05-07
643,1,412,0,False,False,2022-05-25
644,2,211,0,False,False,2022-05-08
645,3,312,0,False,False,2022-05-30
646,1,392,0,False,False,2022-05-27
647,1,191,0,False,False,2022-05-10
648,2,284,0,False,False,2022-05-29
649,1,328,0,False,False,2022-05-21
650,1,100,0,False,False,2022-05-10
651,1,226,0,False,False,2022-05-05
652,1,507,0,False,False,2022-05-25
653,2,333,0,False,False,2022-05-18
654,2,128,0,False,False,2022-05-13
655,2,322,0,False,False,2022-05-15
656,4,202,0,False,False,2022-05-17
657,2,92,0,False,False,2022-05-12
658,2,205,0,False,False,2022-05-30
659,3,739,0,False,False,2022-05-17
660,2,273,0,False,False,2022-05-05
661,3,339,0,False,False,2022-05-18
662,1,262,0,False,False,2022-05-06
663,3,308,0,False,False,2022-05-21
664,2,467,0,False,False,2022-05-06
665,2,245,0,False,False,2022-05-14
666,3,160,0,False,False,2022-05-06
667,2,189,0,False,False,2022-05-26
668,1,477,0,False,False,2022-05-04
669,3,65,0,False,False,2022-05-27
670,1,191,0,False,False,2022-05-21
671,2,196,0,False,False,2022-05-11
672,2,221,0,False,False,2022-05-18
673,2,197,0,False,False,2022-05-14
674,2,178,0,False,False,2022-05-10
675,2,221,0,False,False,2022-05-17
676,2,64,0,False,False,2022-05-12
677,2,75,0,False,False,2022-05-31
678,2,400,0,False,False,2022-05-31
679,3,378,0,False,False,2022-05-28
680,2,118,0,False,False,2022-05-03
681,2,1597,0,False,True,2022-05-24
682,2,346,0,False,False,2022-05-13
683,2,107,0,False,False,2022-05-17
684,3,60,0,False,False,2022-05-15
685,2,276,0,False,False,2022-05-19
686,2,176,0,False,False,2022-05-19
687,2,390,0,False,False,2022-05-21
688,3,251,0,False,False,2022-05-27
689,2,716,0,False,False,2022-05-25
690,3,189,0,False,False,2022-05-30
691,2,125,0,False,False,2022-05-30
692,2,234,0,False,False,2022-05-09
693,2,79,0,False,False,2022-05-05
694,6,13,0,False,False,2022-05-19
695,3,296,0,False,False,2022-05-06
696,2,114,0,False,False,2022-05-04
697,3,283,0,False,False,2022-05-09
698,2,109,0,False,False,2022-05-31
699,2,132,0,False,False,2022-05-15
700,2,144,0,False,False,2022-05-26
701,2,121,0,False,False,2022-05-03
702,3,95,0,False,False,2022-05-15
703,3,31,0,False,False,2022-05-23
704,3,112,0,False,False,2022-05-20
705,2,161,0,False,False,2022-05-12
706,4,87,0,False,False,2022-05-12
707,2,593,0,False,False,2022-05-29
708,2,99,0,False,False,2022-05-23
709,2,198,0,False,False,2022-05-31
710,2,285,0,False,False,2022-05-22
711,3,190,0,False,False,2022-05-16
712,5,172,0,False,False,2022-05-29
713,2,178,0,False,False,2022-05-03
714,2,174,0,False,False,2022-05-22
715,2,631,0,False,False,2022-05-21
716,3,152,0,False,False,2022-05-06
717,5,176,0,False,False,2022-05-06
718,3,32,0,False,False,2022-05-02
719,2,1529,0,False,False,2022-05-08
720,2,254,0,False,False,2022-05-27
721,2,214,0,False,False,2022-05-11
722,3,147,0,False,False,2022-05-14
723,4,800,0,False,False,2022-05-19
724,2,106,0,False,False,2022-05-22
725,2,135,0,False,False,2022-05-21
726,4,112,0,False,False,2022-05-19
727,2,222,0,False,False,2022-05-03
728,3,314,0,False,False,2022-05-12
729,2,421,0,False,False,2022-05-20
