client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome,date_column
16,35.0,blue-collar,married,basic.6y,no,yes,may,1.0,312.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-01
17,46.0,blue-collar,married,basic.6y,unknown,yes,may,9.0,440.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-09
18,50.0,blue-collar,married,basic.9y,no,yes,may,6.0,353.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-06
19,39.0,management,single,basic.9y,unknown,no,may,2.0,195.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-02
20,30.0,unemployed,married,high.school,no,no,may,2.0,38.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-02
21,55.0,blue-collar,married,basic.4y,unknown,yes,may,16.0,262.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-16
22,55.0,retired,single,high.school,no,yes,may,20.0,342.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-20
23,41.0,technician,single,high.school,no,yes,may,10.0,181.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-10
24,37.0,admin.,married,high.school,no,yes,may,2.0,172.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-02
25,35.0,technician,married,university.degree,no,no,may,28.0,99.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-28
26,59.0,technician,married,unknown,no,yes,may,30.0,93.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-30
27,39.0,self-employed,married,basic.9y,unknown,no,may,16.0,233.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-16
28,54.0,technician,single,university.degree,unknown,no,may,1.0,255.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-01
29,55.0,unknown,married,university.degree,unknown,unknown,may,22.0,362.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-22
30,46.0,admin.,married,unknown,no,no,may,22.0,348.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-22
31,59.0,technician,married,unknown,no,yes,may,27.0,386.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-27
32,49.0,blue-collar,married,unknown,no,no,may,25.0,73.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
33,54.0,management,married,basic.4y,unknown,yes,may,14.0,230.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-14
34,54.0,blue-collar,divorced,basic.4y,no,no,may,25.0,208.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
35,55.0,unknown,married,basic.4y,unknown,yes,may,22.0,336.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-22
36,34.0,services,married,high.school,no,no,may,11.0,365.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-11
37,52.0,technician,married,basic.9y,no,yes,may,3.0,1666.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-03
38,41.0,admin.,married,university.degree,no,yes,may,2.0,577.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-02
39,56.0,technician,married,basic.4y,no,yes,may,20.0,137.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-20
40,58.0,management,unknown,university.degree,no,yes,may,5.0,366.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-05
41,32.0,entrepreneur,married,high.school,no,yes,may,25.0,314.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
42,38.0,admin.,single,professional.course,no,no,may,22.0,160.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-22
43,57.0,admin.,married,university.degree,no,no,may,1.0,212.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-01
44,44.0,admin.,married,university.degree,unknown,yes,may,17.0,188.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-17
45,42.0,technician,single,professional.course,unknown,no,may,28.0,22.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-28
46,57.0,admin.,married,university.degree,no,yes,may,15.0,616.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-15
47,40.0,blue-collar,married,basic.9y,no,no,may,3.0,178.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-03
48,35.0,admin.,married,university.degree,no,yes,may,26.0,355.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
49,45.0,blue-collar,married,basic.9y,no,yes,may,26.0,225.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
50,54.0,admin.,married,high.school,no,no,may,3.0,160.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-03
51,39.0,housemaid,married,basic.4y,no,no,may,9.0,266.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-09
52,60.0,admin.,married,high.school,no,no,may,11.0,253.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-11
53,53.0,admin.,single,professional.course,no,no,may,13.0,179.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-13
54,55.0,blue-collar,married,basic.4y,unknown,no,may,12.0,269.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-12
55,55.0,technician,married,professional.course,unknown,yes,may,8.0,135.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-08
56,50.0,management,married,university.degree,unknown,no,may,17.0,161.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-17
57,45.0,services,married,high.school,unknown,yes,may,8.0,787.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-08
58,55.0,unemployed,married,professional.course,unknown,yes,may,8.0,145.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-08
59,25.0,technician,single,university.degree,no,yes,may,18.0,174.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-18
60,47.0,entrepreneur,married,university.degree,unknown,no,may,3.0,449.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-03
61,51.0,blue-collar,married,basic.9y,no,yes,may,23.0,812.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-23
62,42.0,blue-collar,married,basic.6y,unknown,yes,may,27.0,164.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-27
63,42.0,blue-collar,married,basic.6y,unknown,no,may,29.0,366.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
64,48.0,admin.,married,high.school,no,no,may,19.0,357.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-19
65,37.0,admin.,married,university.degree,no,no,may,15.0,232.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-15
66,44.0,blue-collar,single,basic.9y,no,yes,may,16.0,91.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-16
67,33.0,admin.,married,unknown,no,yes,may,21.0,273.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-21
68,56.0,admin.,married,basic.9y,no,yes,may,29.0,158.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
69,44.0,blue-collar,single,basic.4y,unknown,yes,may,4.0,177.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-04
70,41.0,management,married,basic.6y,no,no,may,28.0,200.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-28
71,44.0,management,divorced,university.degree,no,yes,may,26.0,172.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
72,47.0,admin.,married,university.degree,unknown,yes,may,18.0,176.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-18
73,57.0,unknown,married,unknown,unknown,no,may,14.0,211.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-14
74,37.0,admin.,married,university.degree,unknown,yes,may,26.0,214.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
76,55.0,technician,married,university.degree,no,no,may,16.0,349.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-16
77,33.0,services,married,high.school,unknown,yes,may,28.0,337.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-28
78,55.0,management,married,unknown,unknown,yes,may,30.0,272.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-30
79,42.0,blue-collar,married,basic.9y,unknown,no,may,21.0,208.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-21
80,50.0,blue-collar,married,basic.4y,unknown,yes,may,29.0,193.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
81,51.0,blue-collar,married,basic.4y,unknown,unknown,may,29.0,212.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
82,38.0,admin.,married,high.school,unknown,no,may,27.0,165.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-27
84,38.0,technician,single,university.degree,no,no,may,23.0,20.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-23
85,31.0,admin.,divorced,high.school,no,no,may,12.0,246.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-12
86,41.0,management,married,basic.6y,no,no,may,23.0,529.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-23
87,39.0,admin.,married,university.degree,no,yes,may,21.0,192.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-21
89,34.0,admin.,married,high.school,no,yes,may,17.0,188.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-17
90,35.0,admin.,married,university.degree,no,yes,may,29.0,180.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
91,57.0,unknown,married,unknown,unknown,yes,may,5.0,48.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-05
92,60.0,admin.,married,unknown,unknown,no,may,2.0,213.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-02
93,33.0,unemployed,married,basic.9y,no,no,may,27.0,545.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-27
94,42.0,blue-collar,married,basic.6y,no,no,may,28.0,583.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-28
95,45.0,services,married,professional.course,no,yes,may,25.0,221.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
96,42.0,management,married,university.degree,no,no,may,17.0,426.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-17
97,53.0,admin.,divorced,university.degree,unknown,no,may,27.0,287.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-27
98,37.0,technician,single,professional.course,no,no,may,30.0,197.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-30
99,44.0,blue-collar,married,basic.6y,no,no,may,3.0,257.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-03
100,54.0,services,married,unknown,no,yes,may,25.0,229.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
101,49.0,blue-collar,married,basic.4y,no,no,may,30.0,55.0,3.0,0.0,nonexistent,93.994,4.857,no,2024-05-30
102,54.0,services,married,unknown,no,no,may,27.0,400.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-27
103,52.0,admin.,divorced,university.degree,no,no,may,19.0,197.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-19
104,52.0,admin.,divorced,university.degree,no,no,may,24.0,190.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-24
105,43.0,services,single,high.school,unknown,no,may,8.0,21.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-08
106,34.0,housemaid,married,basic.6y,no,yes,may,22.0,300.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-22
107,35.0,admin.,married,high.school,no,yes,may,9.0,123.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-09
108,42.0,entrepreneur,married,unknown,unknown,yes,may,15.0,293.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-15
109,43.0,technician,married,unknown,unknown,yes,may,9.0,325.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-09
110,60.0,retired,divorced,university.degree,unknown,no,may,4.0,514.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-04
111,58.0,unemployed,married,basic.4y,unknown,no,may,1.0,849.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-01
112,35.0,services,divorced,high.school,no,yes,may,25.0,194.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
113,55.0,blue-collar,married,basic.9y,unknown,yes,may,4.0,212.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-04
114,37.0,management,married,university.degree,no,no,may,6.0,337.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-06
115,36.0,blue-collar,married,high.school,no,no,may,20.0,286.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-20
116,52.0,admin.,divorced,university.degree,no,no,may,31.0,247.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-31
117,57.0,blue-collar,divorced,unknown,unknown,yes,may,24.0,518.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-24
118,56.0,admin.,married,unknown,no,yes,may,6.0,364.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-06
119,48.0,blue-collar,divorced,basic.4y,unknown,yes,may,26.0,178.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
120,40.0,blue-collar,married,high.school,unknown,yes,may,21.0,98.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-21
121,49.0,blue-collar,divorced,high.school,no,no,may,1.0,439.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-01
122,41.0,services,married,high.school,no,no,may,18.0,139.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-18
123,45.0,technician,married,high.school,no,yes,may,9.0,79.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-09
124,32.0,admin.,married,university.degree,no,yes,may,26.0,175.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
125,42.0,admin.,married,university.degree,no,no,may,21.0,262.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-21
126,50.0,admin.,married,basic.6y,no,no,may,31.0,61.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-31
127,31.0,technician,divorced,professional.course,no,yes,may,24.0,78.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-24
128,56.0,retired,married,basic.4y,no,yes,may,23.0,102.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-23
130,37.0,blue-collar,married,basic.6y,no,yes,may,29.0,143.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
131,41.0,technician,married,professional.course,unknown,no,may,20.0,677.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-20
132,35.0,blue-collar,married,unknown,no,yes,may,22.0,267.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-22
133,37.0,blue-collar,married,basic.6y,no,yes,may,12.0,345.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-12
134,52.0,management,married,university.degree,no,no,may,19.0,185.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-19
135,39.0,management,divorced,university.degree,no,no,may,5.0,207.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-05
136,39.0,housemaid,married,basic.4y,unknown,no,may,26.0,69.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
137,56.0,blue-collar,married,basic.4y,unknown,no,may,19.0,100.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-19
138,34.0,services,married,high.school,no,yes,may,28.0,125.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-28
140,43.0,unemployed,single,university.degree,no,yes,may,16.0,240.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-16
141,56.0,management,married,unknown,no,yes,may,22.0,70.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-22
142,39.0,management,married,university.degree,no,yes,may,24.0,193.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-24
143,53.0,blue-collar,married,basic.4y,no,yes,may,17.0,136.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-17
144,38.0,unknown,divorced,high.school,unknown,yes,may,24.0,73.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-24
145,42.0,blue-collar,married,basic.4y,unknown,yes,may,6.0,528.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-06
146,42.0,blue-collar,married,basic.4y,unknown,no,may,11.0,541.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-11
147,35.0,admin.,single,high.school,no,yes,may,16.0,338.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-16
148,40.0,admin.,married,university.degree,unknown,yes,may,28.0,163.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-28
149,51.0,blue-collar,married,basic.4y,no,yes,may,25.0,87.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
150,60.0,blue-collar,married,basic.9y,unknown,no,may,3.0,301.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-03
151,56.0,entrepreneur,married,unknown,unknown,yes,may,22.0,46.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-22
152,39.0,services,divorced,high.school,unknown,yes,may,8.0,52.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-08
153,56.0,entrepreneur,married,unknown,unknown,no,may,3.0,204.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-03
154,40.0,blue-collar,married,unknown,no,yes,may,12.0,155.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-12
155,36.0,blue-collar,married,basic.9y,no,yes,may,15.0,98.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-15
156,51.0,blue-collar,married,unknown,unknown,yes,may,25.0,71.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
157,51.0,blue-collar,married,unknown,unknown,no,may,29.0,243.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
158,43.0,technician,single,professional.course,no,yes,may,7.0,186.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-07
159,59.0,services,married,high.school,no,no,may,27.0,579.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-27
160,24.0,management,single,university.degree,no,yes,may,3.0,165.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-03
161,37.0,blue-collar,single,basic.9y,unknown,yes,may,9.0,163.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-09
162,40.0,blue-collar,married,basic.9y,unknown,no,may,29.0,46.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
163,42.0,blue-collar,married,basic.9y,unknown,no,may,15.0,559.0,3.0,0.0,nonexistent,93.994,4.857,no,2024-05-15
164,39.0,services,divorced,high.school,unknown,no,may,18.0,2033.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-18
165,37.0,entrepreneur,married,basic.6y,no,no,may,22.0,85.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-22
166,38.0,services,married,high.school,no,yes,may,4.0,506.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-04
167,56.0,admin.,divorced,unknown,unknown,no,may,12.0,114.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-12
168,40.0,blue-collar,married,unknown,no,no,may,19.0,114.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-19
169,54.0,management,divorced,university.degree,no,yes,may,25.0,843.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
170,43.0,blue-collar,married,high.school,unknown,no,may,12.0,181.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-12
171,36.0,services,married,high.school,unknown,no,may,5.0,427.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-05
172,45.0,technician,married,university.degree,no,yes,may,24.0,292.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-24
173,42.0,admin.,single,university.degree,unknown,no,may,7.0,192.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-07
174,43.0,services,married,high.school,no,no,may,2.0,93.0,3.0,0.0,nonexistent,93.994,4.857,no,2024-05-02
175,46.0,management,married,basic.9y,no,no,may,9.0,128.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-09
176,44.0,services,married,high.school,no,yes,may,29.0,107.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
177,51.0,admin.,single,basic.6y,no,no,may,13.0,303.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-13
178,28.0,services,married,high.school,no,yes,may,11.0,81.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-11
179,37.0,blue-collar,married,basic.9y,no,no,may,30.0,270.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-30
180,34.0,technician,married,high.school,no,no,may,12.0,228.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-12
181,46.0,blue-collar,married,basic.6y,unknown,yes,may,31.0,240.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-31
183,36.0,admin.,married,university.degree,no,yes,may,8.0,233.0,3.0,0.0,nonexistent,93.994,4.857,no,2024-05-08
184,54.0,blue-collar,married,basic.4y,unknown,no,may,13.0,102.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-13
185,57.0,management,married,university.degree,no,no,may,19.0,461.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-19
186,51.0,technician,married,basic.6y,unknown,no,may,20.0,250.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-20
187,54.0,retired,married,high.school,unknown,no,may,3.0,130.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-03
188,49.0,blue-collar,married,basic.4y,unknown,no,may,18.0,252.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-18
189,34.0,admin.,married,university.degree,no,yes,may,19.0,138.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-19
190,41.0,technician,married,professional.course,no,no,may,10.0,412.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-10
191,38.0,blue-collar,single,basic.9y,no,yes,may,19.0,179.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-19
192,45.0,management,divorced,university.degree,no,no,may,7.0,19.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-07
193,42.0,technician,married,university.degree,no,no,may,26.0,228.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
194,34.0,blue-collar,single,basic.9y,unknown,yes,may,31.0,55.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-31
195,48.0,blue-collar,married,basic.4y,no,yes,may,6.0,717.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-06
196,37.0,admin.,married,high.school,unknown,yes,may,7.0,313.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-07
197,34.0,blue-collar,single,basic.9y,unknown,no,may,29.0,289.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
198,40.0,admin.,married,basic.9y,unknown,yes,may,25.0,683.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
199,43.0,blue-collar,married,basic.6y,no,yes,may,29.0,1077.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
200,33.0,services,married,high.school,no,no,may,9.0,146.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-09
201,32.0,services,single,basic.6y,no,no,may,15.0,167.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-15
202,39.0,blue-collar,married,high.school,no,yes,may,20.0,356.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-20
203,43.0,admin.,married,unknown,no,no,may,13.0,277.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-13
204,44.0,blue-collar,married,basic.9y,no,yes,may,9.0,172.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-09
205,35.0,student,single,university.degree,unknown,no,may,10.0,218.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-10
206,35.0,student,single,university.degree,unknown,yes,may,4.0,217.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-04
207,35.0,unemployed,married,professional.course,no,no,may,26.0,67.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
208,36.0,services,single,basic.4y,no,no,may,8.0,291.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-08
209,35.0,student,single,university.degree,unknown,yes,may,24.0,248.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-24
210,36.0,student,single,basic.9y,no,yes,may,19.0,256.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-19
211,55.0,housemaid,divorced,university.degree,no,no,may,25.0,286.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-25
212,59.0,admin.,married,university.degree,no,no,may,31.0,477.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-31
213,57.0,retired,married,unknown,unknown,no,may,5.0,611.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-05
214,39.0,blue-collar,married,professional.course,unknown,yes,may,14.0,471.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-14
215,39.0,housemaid,married,basic.4y,unknown,yes,may,22.0,381.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-22
216,30.0,blue-collar,single,unknown,no,yes,may,2.0,251.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-02
217,30.0,blue-collar,single,unknown,no,yes,may,20.0,408.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-20
218,50.0,housemaid,married,basic.4y,unknown,no,may,29.0,287.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-29
219,40.0,services,married,high.school,no,no,may,9.0,322.0,3.0,0.0,nonexistent,93.994,4.857,no,2024-05-09
220,35.0,admin.,married,high.school,no,yes,may,20.0,216.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-20
221,43.0,technician,married,unknown,unknown,no,may,26.0,366.0,2.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
222,36.0,services,single,basic.6y,unknown,yes,may,26.0,210.0,1.0,0.0,nonexistent,93.994,4.857,no,2024-05-26
